user_id,last_order_date,frequency,monetary,avg_basket,n_items_total,first_order_date,recency,customer_age_days,order_frequency_per_month,R_score,F_score,M_score,RFM_score,RFM_combined,segment
6139,2024-01-30,5,173.35,34.67,29,2024-01-03,31,58,2.59,3,3,3,333,3.0,Loyal Customers
6140,2024-01-29,7,309.71,44.24428571428571,53,2024-01-02,32,59,3.56,3,4,4,344,3.6666666666666665,Loyal Customers
6141,2024-01-31,14,707.5500000000001,50.53928571428572,125,2023-12-29,30,63,6.67,3,5,5,355,4.333333333333333,Loyal Customers
6142,2024-02-19,16,909.5,56.84375,178,2024-01-10,11,51,9.41,5,5,5,555,5.0,Champions
6143,2024-01-11,3,67.75999999999999,22.586666666666662,14,2023-12-03,50,89,1.01,2,2,2,222,2.0,Potential Loyalists
6144,2024-02-06,6,210.4,35.06666666666667,30,2023-12-30,24,62,2.9,4,3,3,433,3.3333333333333335,Loyal Customers
6145,2023-12-10,5,134.97,26.994,17,2023-11-19,82,103,1.46,2,3,2,232,2.3333333333333335,At Risk
6146,2024-01-03,6,173.84,28.973333333333333,28,2023-10-27,58,126,1.43,2,3,3,233,2.6666666666666665,Loyal Customers
6147,2024-02-02,16,740.04,46.2525,126,2023-12-27,28,65,7.38,3,5,5,355,4.333333333333333,Loyal Customers
6148,2023-10-12,2,57.11,28.555,12,2023-09-12,141,171,0.35,1,1,1,111,1.0,Lost Customers
6149,2023-12-06,3,86.91,28.97,22,2023-11-28,86,94,0.96,2,2,2,222,2.0,Potential Loyalists
6150,2023-12-04,3,101.46000000000001,33.82,16,2023-11-19,88,103,0.87,2,2,2,222,2.0,Potential Loyalists
6151,2023-11-14,6,168.59,28.098333333333333,35,2023-09-28,108,155,1.16,1,3,3,133,2.3333333333333335,Loyal Customers
6152,2024-01-22,2,48.59,24.295,7,2024-01-03,39,58,1.03,3,1,1,311,1.6666666666666667,Potential Loyalists
6153,2024-02-08,8,346.63,43.32875,68,2024-01-20,22,41,5.85,4,4,4,444,4.0,Champions
6154,2024-01-26,8,254.14,31.7675,44,2023-12-25,35,67,3.58,3,4,4,344,3.6666666666666665,Loyal Customers
6155,2024-02-29,21,1203.26,57.298095238095236,223,2024-01-01,1,60,10.5,5,5,5,555,5.0,Champions
6156,2024-02-19,5,181.74,36.348,38,2024-02-06,11,24,6.25,5,3,3,533,3.6666666666666665,Loyal Customers
6157,2024-02-21,22,1276.52,58.02363636363636,237,2023-12-19,9,73,9.04,5,5,5,555,5.0,Champions
6158,2024-02-13,22,1213.1,55.14090909090908,238,2023-12-01,17,91,7.25,4,5,5,455,4.666666666666667,Champions
6159,2023-09-23,3,86.5,28.833333333333332,13,2023-07-30,160,215,0.42,1,2,2,122,1.6666666666666667,Lost Customers
6160,2023-12-24,4,130.52,32.63,25,2023-10-24,68,129,0.93,2,2,2,222,2.0,Potential Loyalists
6161,2023-12-30,9,289.18,32.13111111111111,60,2023-12-03,62,89,3.03,2,4,4,244,3.3333333333333335,Loyal Customers
6162,2024-01-08,9,279.33,31.036666666666665,56,2023-12-18,53,74,3.65,2,4,4,244,3.3333333333333335,Loyal Customers
6163,2024-01-15,5,158.05,31.610000000000003,28,2023-12-19,46,73,2.05,3,3,3,333,3.0,Loyal Customers
6164,2023-12-08,1,18.62,18.62,4,2023-12-08,84,84,0.36,2,1,1,211,1.3333333333333333,Potential Loyalists
6165,2023-12-21,2,42.09,21.045,6,2023-11-21,71,101,0.59,2,1,1,211,1.3333333333333333,Potential Loyalists
6166,2024-01-21,5,149.94,29.988,31,2023-12-26,40,66,2.27,3,3,3,333,3.0,Loyal Customers
6167,2024-01-23,4,129.31,32.3275,22,2023-12-20,38,72,1.67,3,2,2,322,2.3333333333333335,Potential Loyalists
6168,2024-01-29,7,250.09,35.72714285714286,52,2024-01-15,32,46,4.57,3,4,4,344,3.6666666666666665,Loyal Customers
6169,2023-12-19,6,204.81,34.135,34,2023-11-06,73,116,1.55,2,3,3,233,2.6666666666666665,Loyal Customers
6170,2023-09-27,1,28.88,28.88,5,2023-09-27,156,156,0.19,1,1,1,111,1.0,Lost Customers
6171,2023-12-20,5,184.42000000000002,36.884,29,2023-12-11,72,81,1.85,2,3,3,233,2.6666666666666665,Loyal Customers
6172,2024-01-26,7,252.55,36.07857142857143,38,2024-01-03,35,58,3.62,3,4,4,344,3.6666666666666665,Loyal Customers
6173,2024-02-05,6,217.75,36.291666666666664,46,2024-01-25,25,36,5.0,4,3,3,433,3.3333333333333335,Loyal Customers
6174,2024-01-24,5,169.72,33.944,44,2023-12-13,37,79,1.9,3,3,3,333,3.0,Loyal Customers
6175,2023-11-15,1,15.52,15.52,3,2023-11-15,107,107,0.28,1,1,1,111,1.0,Lost Customers
6176,2023-11-28,1,31.74,31.74,4,2023-11-28,94,94,0.32,1,1,1,111,1.0,Lost Customers
6177,2024-01-24,4,126.89999999999999,31.724999999999998,24,2024-01-05,37,56,2.14,3,2,2,322,2.3333333333333335,Potential Loyalists
6178,2024-01-21,2,79.7,39.85,16,2024-01-20,40,41,1.46,3,1,2,312,2.0,Potential Loyalists
6179,2024-02-02,4,145.64,36.41,31,2024-01-21,28,40,3.0,3,2,3,323,2.6666666666666665,Potential Loyalists
6180,2024-02-17,12,656.11,54.67583333333334,119,2024-01-23,13,38,9.47,5,5,5,555,5.0,Champions
6181,2024-01-31,5,181.0,36.2,30,2024-01-06,30,55,2.73,3,3,3,333,3.0,Loyal Customers
6182,2023-12-06,3,75.41,25.136666666666667,7,2023-10-16,86,137,0.66,2,2,2,222,2.0,Potential Loyalists
6183,2024-01-06,2,40.769999999999996,20.384999999999998,8,2023-12-07,55,85,0.71,2,1,1,211,1.3333333333333333,Potential Loyalists
6184,2024-02-17,13,545.02,41.924615384615386,101,2024-01-09,13,52,7.5,5,5,5,555,5.0,Champions
6185,2023-12-08,1,26.55,26.55,5,2023-12-08,84,84,0.36,2,1,1,211,1.3333333333333333,Potential Loyalists
6186,2023-12-29,5,173.62,34.724000000000004,28,2023-10-02,63,151,0.99,2,3,3,233,2.6666666666666665,Loyal Customers
6187,2024-02-05,11,481.11,43.73727272727273,102,2024-01-04,25,57,5.79,4,4,4,444,4.0,Champions
6188,2023-11-27,4,126.87,31.7175,20,2023-11-02,95,120,1.0,1,2,2,122,1.6666666666666667,Lost Customers
6189,2024-01-29,8,277.57,34.69625,46,2024-01-04,32,57,4.21,3,4,4,344,3.6666666666666665,Loyal Customers
6190,2023-12-26,3,80.39999999999999,26.799999999999997,12,2023-12-03,66,89,1.01,2,2,2,222,2.0,Potential Loyalists
6191,2024-02-16,14,577.64,41.26,112,2024-01-08,14,53,7.92,4,5,5,455,4.666666666666667,Champions
6192,2024-02-01,8,365.4,45.675,68,2024-01-16,29,45,5.33,3,4,4,344,3.6666666666666665,Loyal Customers
6193,2024-01-21,3,91.09,30.363333333333333,19,2023-12-11,40,81,1.11,3,2,2,322,2.3333333333333335,Potential Loyalists
6194,2024-02-16,23,1349.93,58.692608695652176,264,2023-12-23,14,69,10.0,4,5,5,455,4.666666666666667,Champions
6195,2024-01-12,5,168.17,33.634,34,2023-12-27,49,65,2.31,3,3,3,333,3.0,Loyal Customers
6196,2023-12-24,4,175.81,43.9525,34,2023-11-04,68,118,1.02,2,2,3,223,2.3333333333333335,Potential Loyalists
6197,2024-02-13,11,518.38,47.125454545454545,101,2024-01-23,17,38,8.68,4,4,4,444,4.0,Champions
6198,2024-01-23,6,191.74,31.956666666666667,36,2024-01-05,38,56,3.21,3,3,3,333,3.0,Loyal Customers
6199,2023-10-24,1,29.11,29.11,6,2023-10-24,129,129,0.23,1,1,1,111,1.0,Lost Customers
6200,2024-01-10,7,213.35,30.478571428571428,43,2023-12-22,51,70,3.0,2,4,3,243,3.0,Loyal Customers
6201,2024-01-16,5,236.65,47.33,41,2023-12-07,45,85,1.76,3,3,3,333,3.0,Loyal Customers
6202,2024-02-15,3,99.53,33.17666666666667,16,2024-01-16,15,45,2.0,4,2,2,422,2.6666666666666665,Potential Loyalists
6203,2024-02-10,9,369.41,41.04555555555556,78,2024-01-25,20,36,7.5,4,4,4,444,4.0,Champions
6204,2024-02-24,10,492.48,49.248000000000005,95,2024-01-27,6,34,8.82,5,4,4,544,4.333333333333333,Champions
6205,2023-11-22,3,88.59,29.53,16,2023-10-19,100,134,0.67,1,2,2,122,1.6666666666666667,Lost Customers
6206,2023-12-23,5,126.75,25.35,25,2023-11-06,69,116,1.29,2,3,2,232,2.3333333333333335,At Risk
6207,2024-02-06,13,555.51,42.73153846153846,107,2024-01-02,24,59,6.61,4,5,5,455,4.666666666666667,Champions
6208,2024-02-29,25,1399.18,55.967200000000005,268,2023-12-22,1,70,10.71,5,5,5,555,5.0,Champions
6209,2023-11-18,4,121.78,30.445,22,2023-10-17,104,136,0.88,1,2,2,122,1.6666666666666667,Lost Customers
6210,2024-02-26,11,635.38,57.76181818181818,133,2024-01-19,4,42,7.86,5,4,5,545,4.666666666666667,Champions
6211,2023-11-15,4,100.04,25.01,17,2023-10-09,107,144,0.83,1,2,2,122,1.6666666666666667,Lost Customers
6212,2024-02-23,5,131.56,26.312,21,2024-01-01,7,60,2.5,5,3,2,532,3.3333333333333335,Potential Loyalists
6213,2024-01-24,3,98.29,32.763333333333335,14,2024-01-02,37,59,1.53,3,2,2,322,2.3333333333333335,Potential Loyalists
6214,2024-02-09,12,503.51,41.95916666666667,95,2024-01-07,21,54,6.67,4,5,4,454,4.333333333333333,Champions
6215,2024-02-11,9,385.47,42.830000000000005,74,2024-01-18,19,43,6.28,4,4,4,444,4.0,Champions
6216,2024-01-30,8,311.57,38.94625,50,2023-12-12,31,80,3.0,3,4,4,344,3.6666666666666665,Loyal Customers
6217,2023-11-25,1,21.86,21.86,4,2023-11-25,97,97,0.31,1,1,1,111,1.0,Lost Customers
6218,2024-02-21,10,523.73,52.373000000000005,101,2024-01-25,9,36,8.33,5,4,4,544,4.333333333333333,Champions
6219,2024-02-01,5,158.31,31.662,27,2023-12-30,29,62,2.42,3,3,3,333,3.0,Loyal Customers
6220,2024-02-09,7,217.94,31.134285714285713,39,2024-01-12,21,49,4.29,4,4,3,443,3.6666666666666665,Loyal Customers
6221,2024-02-25,7,336.63,48.089999999999996,56,2024-02-05,5,25,8.4,5,4,4,544,4.333333333333333,Champions
6222,2024-02-17,6,169.14,28.189999999999998,30,2023-12-28,13,64,2.81,5,3,3,533,3.6666666666666665,Loyal Customers
6223,2024-02-09,8,284.61,35.57625,54,2024-01-25,21,36,6.67,4,4,4,444,4.0,Champions
6224,2024-02-02,8,287.4,35.925,49,2024-01-05,28,56,4.29,3,4,4,344,3.6666666666666665,Loyal Customers
6225,2024-02-16,9,524.97,58.330000000000005,109,2024-01-22,14,39,6.92,4,4,4,444,4.0,Champions
6226,2024-01-18,7,223.58,31.94,34,2023-12-09,43,83,2.53,3,4,3,343,3.3333333333333335,Loyal Customers
6227,2024-02-20,11,460.40999999999997,41.85545454545454,76,2024-01-07,10,54,6.11,5,4,4,544,4.333333333333333,Champions
6228,2024-01-29,3,102.03999999999999,34.01333333333333,17,2023-12-11,32,81,1.11,3,2,2,322,2.3333333333333335,Potential Loyalists
6229,2024-01-25,5,163.14,32.628,33,2023-12-07,36,85,1.76,3,3,3,333,3.0,Loyal Customers
6230,2023-10-14,2,38.18000000000001,19.090000000000003,4,2023-09-14,139,169,0.36,1,1,1,111,1.0,Lost Customers
6231,2024-01-18,6,192.51,32.085,29,2023-12-07,43,85,2.12,3,3,3,333,3.0,Loyal Customers
6232,2023-12-05,3,94.24,31.41333333333333,21,2023-11-06,87,116,0.78,2,2,2,222,2.0,Potential Loyalists
6233,2024-02-24,3,145.01,48.336666666666666,24,2024-02-15,6,15,6.0,5,2,3,523,3.3333333333333335,Potential Loyalists
6234,2024-01-30,5,156.79,31.357999999999997,26,2023-12-22,31,70,2.14,3,3,3,333,3.0,Loyal Customers
6235,2024-02-25,18,989.42,54.967777777777776,182,2024-01-09,5,52,10.38,5,5,5,555,5.0,Champions
6236,2024-01-30,3,84.69,28.23,17,2023-12-30,31,62,1.45,3,2,2,322,2.3333333333333335,Potential Loyalists
6237,2023-11-18,1,20.35,20.35,1,2023-11-18,104,104,0.29,1,1,1,111,1.0,Lost Customers
6238,2024-01-15,1,17.24,17.24,1,2024-01-15,46,46,0.65,3,1,1,311,1.6666666666666667,Potential Loyalists
6239,2024-01-22,6,185.08999999999997,30.84833333333333,32,2023-12-16,39,76,2.37,3,3,3,333,3.0,Loyal Customers
6240,2023-11-30,5,175.91,35.182,33,2023-10-11,92,142,1.06,1,3,3,133,2.3333333333333335,Loyal Customers
6241,2024-02-05,13,588.08,45.23692307692308,118,2023-12-26,25,66,5.91,4,5,5,455,4.666666666666667,Champions
6242,2024-02-18,22,1281.37,58.24409090909091,254,2023-12-08,12,84,7.86,5,5,5,555,5.0,Champions
6243,2024-01-02,5,150.43,30.086000000000002,32,2023-11-10,59,112,1.34,2,3,3,233,2.6666666666666665,Loyal Customers
6244,2024-02-16,13,603.65,46.434615384615384,122,2024-01-16,14,45,8.67,4,5,5,455,4.666666666666667,Champions
6245,2024-02-22,15,965.13,64.342,187,2024-01-22,8,39,11.54,5,5,5,555,5.0,Champions
6246,2023-08-31,1,35.3,35.3,6,2023-08-31,183,183,0.16,1,1,1,111,1.0,Lost Customers
6247,2023-10-24,1,27.15,27.15,6,2023-10-24,129,129,0.23,1,1,1,111,1.0,Lost Customers
6248,2024-01-18,4,146.2,36.55,31,2023-12-13,43,79,1.52,3,2,3,323,2.6666666666666665,Potential Loyalists
6249,2024-01-31,7,209.51,29.93,36,2024-01-22,30,39,5.38,3,4,3,343,3.3333333333333335,Loyal Customers
6250,2023-11-30,4,141.87,35.4675,26,2023-11-08,92,114,1.05,1,2,2,122,1.6666666666666667,Lost Customers
6251,2024-02-12,10,418.49,41.849000000000004,86,2024-01-13,18,48,6.25,4,4,4,444,4.0,Champions
6252,2023-12-22,7,230.56,32.93714285714286,37,2023-11-14,70,108,1.94,2,4,3,243,3.0,Loyal Customers
6253,2024-01-29,4,117.9,29.475,12,2024-01-02,32,59,2.03,3,2,2,322,2.3333333333333335,Potential Loyalists
6254,2023-08-14,1,14.66,14.66,5,2023-08-14,200,200,0.15,1,1,1,111,1.0,Lost Customers
6255,2023-11-07,3,61.07,20.356666666666666,18,2023-09-18,115,165,0.55,1,2,1,121,1.3333333333333333,Lost Customers
6256,2023-12-14,2,60.91,30.455,11,2023-11-14,78,108,0.56,2,1,1,211,1.3333333333333333,Potential Loyalists
6257,2024-02-18,14,727.31,51.950714285714284,142,2024-01-13,12,48,8.75,5,5,5,555,5.0,Champions
6258,2024-01-16,8,263.23,32.90375,47,2023-12-08,45,84,2.86,3,4,4,344,3.6666666666666665,Loyal Customers
6259,2024-02-22,10,423.02,42.302,59,2024-01-29,8,32,9.38,5,4,4,544,4.333333333333333,Champions
6260,2023-09-27,2,46.510000000000005,23.255000000000003,7,2023-08-28,156,186,0.32,1,1,1,111,1.0,Lost Customers
6261,2024-02-24,11,476.96999999999997,43.36090909090909,97,2024-01-13,6,48,6.88,5,4,4,544,4.333333333333333,Champions
6262,2024-02-18,23,1337.85,58.167391304347824,248,2023-12-20,12,72,9.58,5,5,5,555,5.0,Champions
6263,2023-12-21,2,64.11,32.055,12,2023-11-25,71,97,0.62,2,1,1,211,1.3333333333333333,Potential Loyalists
6264,2024-01-10,7,206.2,29.457142857142856,29,2023-12-15,51,77,2.73,2,4,3,243,3.0,Loyal Customers
6265,2023-12-19,3,58.46,19.486666666666668,9,2023-11-15,73,107,0.84,2,2,1,221,1.6666666666666667,Potential Loyalists
6266,2024-02-21,17,904.2,53.188235294117646,180,2024-01-16,9,45,11.33,5,5,5,555,5.0,Champions
6267,2023-12-26,5,145.82,29.163999999999998,18,2023-11-18,66,104,1.44,2,3,3,233,2.6666666666666665,Loyal Customers
6268,2024-02-14,7,386.18,55.16857142857143,87,2024-01-20,16,41,5.12,4,4,4,444,4.0,Champions
6269,2024-02-23,19,1029.33,54.17526315789473,189,2024-01-03,7,58,9.83,5,5,5,555,5.0,Champions
6270,2024-02-15,4,143.6,35.9,28,2024-01-04,15,57,2.11,4,2,3,423,3.0,Potential Loyalists
6271,2024-01-23,12,528.14,44.01166666666666,89,2023-12-21,38,71,5.07,3,5,4,354,4.0,Loyal Customers
6272,2024-02-17,6,161.76,26.959999999999997,26,2024-01-20,13,41,4.39,5,3,3,533,3.6666666666666665,Loyal Customers
6273,2024-02-24,22,1159.33,52.69681818181818,227,2024-01-05,6,56,11.79,5,5,5,555,5.0,Champions
6274,2024-02-21,21,1390.25,66.20238095238095,273,2023-12-25,9,67,9.4,5,5,5,555,5.0,Champions
6275,2023-12-20,5,133.26,26.651999999999997,26,2023-10-16,72,137,1.09,2,3,2,232,2.3333333333333335,At Risk
6276,2024-02-06,12,522.55,43.54583333333333,101,2024-01-06,24,55,6.55,4,5,4,454,4.333333333333333,Champions
6277,2024-01-02,7,195.66,27.951428571428572,38,2023-10-13,59,140,1.5,2,4,3,243,3.0,Loyal Customers
6278,2024-01-05,4,97.11,24.2775,18,2023-10-07,56,146,0.82,2,2,2,222,2.0,Potential Loyalists
6279,2024-02-20,10,485.88,48.588,99,2024-01-18,10,43,6.98,5,4,4,544,4.333333333333333,Champions
6280,2023-12-16,5,124.64,24.928,17,2023-09-27,76,156,0.96,2,3,2,232,2.3333333333333335,At Risk
6281,2024-02-29,8,424.84,53.105,85,2024-02-08,1,22,10.91,5,4,4,544,4.333333333333333,Champions
6282,2024-01-24,3,128.39999999999998,42.79999999999999,27,2024-01-02,37,59,1.53,3,2,2,322,2.3333333333333335,Potential Loyalists
6283,2024-02-20,19,1248.04,65.68631578947368,235,2024-01-08,10,53,10.75,5,5,5,555,5.0,Champions
6284,2023-12-30,2,58.61,29.305,12,2023-11-30,62,92,0.65,2,1,1,211,1.3333333333333333,Potential Loyalists
6285,2024-02-08,6,220.04000000000002,36.67333333333334,40,2024-01-07,22,54,3.33,4,3,3,433,3.3333333333333335,Loyal Customers
6286,2024-01-21,6,182.76,30.459999999999997,28,2023-12-28,40,64,2.81,3,3,3,333,3.0,Loyal Customers
6287,2023-09-29,2,35.32,17.66,5,2023-08-30,154,184,0.33,1,1,1,111,1.0,Lost Customers
6288,2024-02-08,10,427.81,42.781,80,2024-01-12,22,49,6.12,4,4,4,444,4.0,Champions
6289,2023-10-03,1,23.95,23.95,7,2023-10-03,150,150,0.2,1,1,1,111,1.0,Lost Customers
6290,2024-01-13,5,146.82,29.363999999999997,21,2023-12-22,48,70,2.14,3,3,3,333,3.0,Loyal Customers
6291,2023-09-02,1,27.46,27.46,5,2023-09-02,181,181,0.17,1,1,1,111,1.0,Lost Customers
6292,2023-09-08,2,58.7,29.35,14,2023-08-09,175,205,0.29,1,1,1,111,1.0,Lost Customers
6293,2023-11-04,1,13.51,13.51,3,2023-11-04,118,118,0.25,1,1,1,111,1.0,Lost Customers
6294,2024-02-29,15,676.69,45.11266666666667,124,2024-01-05,1,56,8.04,5,5,5,555,5.0,Champions
6295,2023-12-18,3,119.63,39.876666666666665,32,2023-11-10,74,112,0.8,2,2,2,222,2.0,Potential Loyalists
6296,2023-12-03,1,28.32,28.32,7,2023-12-03,89,89,0.34,1,1,1,111,1.0,Lost Customers
6297,2023-12-16,3,58.4,19.466666666666665,21,2023-11-11,76,111,0.81,2,2,1,221,1.6666666666666667,Potential Loyalists
6298,2024-02-20,14,589.08,42.07714285714286,108,2024-01-23,10,38,11.05,5,5,5,555,5.0,Champions
6299,2023-10-02,1,15.8,15.8,1,2023-10-02,151,151,0.2,1,1,1,111,1.0,Lost Customers
6300,2024-02-04,11,482.39,43.85363636363636,103,2023-12-25,26,67,4.93,4,4,4,444,4.0,Champions
6301,2024-01-21,6,189.65,31.608333333333334,40,2023-12-21,40,71,2.54,3,3,3,333,3.0,Loyal Customers
6302,2024-01-27,7,251.29,35.89857142857143,40,2023-12-26,34,66,3.18,3,4,4,344,3.6666666666666665,Loyal Customers
6303,2024-02-24,14,676.94,48.35285714285715,126,2024-01-23,6,38,11.05,5,5,5,555,5.0,Champions
6304,2023-12-01,7,238.0,34.0,51,2023-10-28,91,125,1.68,1,4,3,143,2.6666666666666665,Loyal Customers
6305,2024-02-25,12,769.95,64.16250000000001,134,2024-01-25,5,36,10.0,5,5,5,555,5.0,Champions
6306,2023-12-14,4,138.01,34.5025,22,2023-11-26,78,96,1.25,2,2,2,222,2.0,Potential Loyalists
6307,2023-12-25,1,49.8,49.8,10,2023-12-25,67,67,0.45,2,1,1,211,1.3333333333333333,Potential Loyalists
6308,2024-01-26,7,238.75,34.107142857142854,47,2024-01-02,35,59,3.56,3,4,3,343,3.3333333333333335,Loyal Customers
6309,2023-12-20,3,78.3,26.099999999999998,9,2023-12-06,72,86,1.05,2,2,2,222,2.0,Potential Loyalists
6310,2024-02-02,9,394.99,43.88777777777778,74,2024-01-18,28,43,6.28,3,4,4,344,3.6666666666666665,Loyal Customers
6311,2024-01-07,4,144.73000000000002,36.182500000000005,20,2023-11-24,54,98,1.22,2,2,3,223,2.3333333333333335,Potential Loyalists
6312,2023-09-29,3,77.3,25.766666666666666,7,2023-08-29,154,185,0.49,1,2,2,122,1.6666666666666667,Lost Customers
6313,2024-02-05,13,588.41,45.26230769230769,106,2024-01-10,25,51,7.65,4,5,5,455,4.666666666666667,Champions
6314,2023-12-20,7,181.65,25.95,38,2023-10-21,72,132,1.59,2,4,3,243,3.0,Loyal Customers
6315,2024-01-24,4,140.56,35.14,22,2023-12-17,37,75,1.6,3,2,2,322,2.3333333333333335,Potential Loyalists
6316,2024-01-05,6,170.64,28.439999999999998,26,2023-12-12,56,80,2.25,2,3,3,233,2.6666666666666665,Loyal Customers
6317,2023-12-11,5,108.3,21.66,19,2023-10-17,81,136,1.1,2,3,2,232,2.3333333333333335,At Risk
6318,2024-02-19,4,136.71,34.1775,29,2023-12-27,11,65,1.85,5,2,2,522,3.0,Potential Loyalists
6319,2024-02-08,4,115.34,28.835,24,2023-12-21,22,71,1.69,4,2,2,422,2.6666666666666665,Potential Loyalists
6320,2024-02-22,13,516.06,39.69692307692307,98,2024-01-16,8,45,8.67,5,5,4,554,4.666666666666667,Champions
6321,2024-01-11,6,230.67000000000002,38.445,45,2023-12-18,50,74,2.43,2,3,3,233,2.6666666666666665,Loyal Customers
6322,2023-10-07,2,43.47,21.735,7,2023-09-07,146,176,0.34,1,1,1,111,1.0,Lost Customers
6323,2024-02-22,15,715.87,47.724666666666664,150,2024-01-27,8,34,13.24,5,5,5,555,5.0,Champions
6324,2024-01-31,4,136.53,34.1325,22,2024-01-06,30,55,2.18,3,2,2,322,2.3333333333333335,Potential Loyalists
6325,2024-02-19,7,327.46000000000004,46.78000000000001,62,2024-02-10,11,20,10.5,5,4,4,544,4.333333333333333,Champions
6326,2023-12-18,3,94.23,31.41,19,2023-10-21,74,132,0.68,2,2,2,222,2.0,Potential Loyalists
6327,2023-12-27,6,173.82999999999998,28.971666666666664,27,2023-11-24,65,98,1.84,2,3,3,233,2.6666666666666665,Loyal Customers
6328,2024-01-30,10,328.71,32.870999999999995,56,2024-01-05,31,56,5.36,3,4,4,344,3.6666666666666665,Loyal Customers
6329,2024-02-20,11,463.16,42.10545454545455,97,2024-01-22,10,39,8.46,5,4,4,544,4.333333333333333,Champions
6330,2024-02-08,3,103.81,34.60333333333333,18,2024-01-30,22,31,2.9,4,2,2,422,2.6666666666666665,Potential Loyalists
6331,2023-10-11,2,31.73,15.865,7,2023-09-11,142,172,0.35,1,1,1,111,1.0,Lost Customers
6332,2024-01-19,4,148.39,37.0975,30,2024-01-01,42,60,2.0,3,2,3,323,2.6666666666666665,Potential Loyalists
6333,2024-02-29,4,123.88,30.97,28,2024-02-21,1,9,13.33,5,2,2,522,3.0,Potential Loyalists
6334,2023-12-31,5,136.46,27.292,24,2023-11-03,61,119,1.26,2,3,2,232,2.3333333333333335,At Risk
6335,2024-01-24,5,199.39000000000001,39.878,36,2024-01-01,37,60,2.5,3,3,3,333,3.0,Loyal Customers
6336,2024-01-03,4,112.45,28.1125,17,2023-12-01,58,91,1.32,2,2,2,222,2.0,Potential Loyalists
6337,2024-02-29,9,325.25,36.138888888888886,58,2024-02-07,1,23,11.74,5,4,4,544,4.333333333333333,Champions
6338,2024-02-16,10,343.35,34.335,56,2024-01-12,14,49,6.12,4,4,4,444,4.0,Champions
6339,2023-12-07,5,124.99000000000001,24.998,29,2023-10-23,85,130,1.15,2,3,2,232,2.3333333333333335,At Risk
6340,2023-09-14,2,38.82,19.41,7,2023-09-01,169,182,0.33,1,1,1,111,1.0,Lost Customers
6341,2023-09-27,2,39.56,19.78,8,2023-09-14,156,169,0.36,1,1,1,111,1.0,Lost Customers
6342,2023-10-26,1,24.9,24.9,5,2023-10-26,127,127,0.24,1,1,1,111,1.0,Lost Customers
6343,2024-02-04,2,62.77,31.385,12,2024-01-22,26,39,1.54,4,1,1,411,2.0,Potential Loyalists
6344,2024-01-31,15,637.28,42.48533333333333,130,2023-12-31,30,61,7.38,3,5,5,355,4.333333333333333,Loyal Customers
6345,2024-01-17,2,50.510000000000005,25.255000000000003,9,2023-12-18,44,74,0.81,3,1,1,311,1.6666666666666667,Potential Loyalists
6346,2023-10-21,1,19.64,19.64,5,2023-10-21,132,132,0.23,1,1,1,111,1.0,Lost Customers
6347,2023-12-06,1,50.19,50.19,10,2023-12-06,86,86,0.35,2,1,1,211,1.3333333333333333,Potential Loyalists
6348,2024-01-15,3,118.86000000000001,39.620000000000005,27,2023-12-21,46,71,1.27,3,2,2,322,2.3333333333333335,Potential Loyalists
6349,2023-12-21,3,81.19,27.063333333333333,15,2023-12-01,71,91,0.99,2,2,2,222,2.0,Potential Loyalists
6350,2023-12-19,3,121.52,40.50666666666667,30,2023-11-28,73,94,0.96,2,2,2,222,2.0,Potential Loyalists
6351,2023-09-21,2,60.49,30.245,6,2023-08-22,162,192,0.31,1,1,1,111,1.0,Lost Customers
6352,2023-12-07,6,205.15,34.19166666666667,44,2023-10-28,85,125,1.44,2,3,3,233,2.6666666666666665,Loyal Customers
6353,2024-02-04,5,173.29,34.658,36,2024-01-09,26,52,2.88,4,3,3,433,3.3333333333333335,Loyal Customers
6354,2024-01-29,11,487.81,44.346363636363634,88,2024-01-04,32,57,5.79,3,4,4,344,3.6666666666666665,Loyal Customers
6355,2024-01-08,4,143.03,35.7575,28,2023-12-30,53,62,1.94,2,2,3,223,2.3333333333333335,Potential Loyalists
6356,2024-02-12,14,609.1,43.50714285714286,109,2024-01-07,18,54,7.78,4,5,5,455,4.666666666666667,Champions
6357,2023-10-08,2,43.85,21.925,7,2023-09-08,145,175,0.34,1,1,1,111,1.0,Lost Customers
6358,2024-01-15,2,72.21000000000001,36.105000000000004,10,2024-01-01,46,60,1.0,3,1,2,312,2.0,Potential Loyalists
6359,2024-01-18,7,237.38,33.91142857142857,40,2024-01-01,43,60,3.5,3,4,3,343,3.3333333333333335,Loyal Customers
6360,2024-02-09,7,232.20999999999998,33.17285714285714,48,2024-02-02,21,28,7.5,4,4,3,443,3.6666666666666665,Loyal Customers
6361,2023-12-24,5,129.91,25.982,19,2023-10-17,68,136,1.1,2,3,2,232,2.3333333333333335,At Risk
6362,2024-02-08,3,104.75,34.916666666666664,17,2024-01-12,22,49,1.84,4,2,2,422,2.6666666666666665,Potential Loyalists
6363,2024-02-22,15,648.65,43.24333333333333,130,2024-01-22,8,39,11.54,5,5,5,555,5.0,Champions
6364,2023-10-26,2,68.28,34.14,18,2023-09-26,127,157,0.38,1,1,2,112,1.3333333333333333,Lost Customers
6365,2024-01-11,2,58.58,29.29,13,2023-12-26,50,66,0.91,2,1,1,211,1.3333333333333333,Potential Loyalists
